# Iter: 100, err: 8.47678
# Iter: 200, err: 0.203183
# Iter: 300, err: 0.18668
# Iter: 400, err: 0.186679
# Iter: 500, err: 0.186679
# Iter: 600, err: 0.186679
# Iter: 700, err: 0.186679
# Iter: 800, err: 0.186679
# Iter: 900, err: 0.186679
# Iter: 1000, err: 0.186679
   0.0224834    -0.283428
   -0.292345   -0.0888798
    0.176661   -0.0755856
    0.140943      0.03448
   -0.187119    -0.233957
   -0.032637     0.292072
  -0.0589924     0.162218
   0.0439229     -0.23073
   0.0637109    0.0139437
    0.105246    -0.266507
    0.304776     0.253251
    0.254807     0.176328
 3.89936e-05  2.33456e-05
    -0.10875     0.057882
   -0.272547     0.108061
   -0.230826     0.243013
    0.343461     0.085016
  6.7424e-05  2.45817e-05
 4.66777e-05 -6.99429e-06
   -0.165046    -0.152406
    0.095764    -0.193447
    0.137331     0.209515
 5.17991e-05  2.34583e-05
   0.0249907     0.076942
    0.151654    -0.229579
    0.253739   -0.0390945
   -0.150162     -0.19328
    0.195057    -0.105309
 7.66806e-06 -3.23636e-06
   -0.234572     0.253106
   -0.291776    -0.215051
   -0.217582     0.213126
  -0.0936528   -0.0342662
  -0.0493805   -0.0100351
   -0.243138    -0.140587
  -0.0748874     0.262289
    0.299288    -0.161325
  -0.0551097     0.168285
-1.19718e-06  -1.2782e-05
    0.113073     0.295068
     0.16559    -0.105284
 0.000264484  0.000158599
   0.0255207    -0.152123
-0.000200618 -5.41949e-06
  -0.0689045    -0.262718
    0.153998     0.110229
    0.100315    -0.293338
  -0.0644295     0.218418
-5.49172e-05 -7.13932e-06
    0.278111   -0.0684714
    0.198157     0.235068
   -0.141158    -0.321448
    0.220232     0.130288
 -0.00018842 -2.36999e-06
    0.339239    0.0451773
   -0.323414     -0.01396
    -0.21716       0.2346
-0.000686601 -8.19198e-05
   -0.173451    0.0486192
  0.00698318     0.288373
    -0.18804    -0.149471
   -0.263089   -0.0940139
 6.16578e-05  2.34135e-05
  2.4437e-05 -2.49022e-05
    0.232522     0.267016
-6.09515e-05 -3.08079e-05
    0.097036    -0.143492
 3.50616e-05  2.37897e-05
-5.10833e-05   -5.399e-05
   -0.176111    -0.302396
-0.000259828 -7.22238e-05
   0.0353756     0.337714
 4.73382e-05  2.54337e-05
  -0.0450517   -0.0266504
  -0.0815656     0.403453
   -0.101158    -0.413101
-3.63086e-06 -6.94678e-05
 -0.00051175  5.91776e-05
 1.01106e-05  -2.9307e-05
   -0.326809    0.0564498
   -0.310845     0.187142
-1.77582e-05 -4.75347e-05
    0.103377    -0.157149
-3.94886e-05 -5.04427e-05
   0.0968786    -0.352495
   -0.135803  -0.00168052
   0.0490366    -0.152531
 -0.00012193  2.15408e-06
 2.25051e-06 -3.62209e-05
    0.199898     -0.34274
-0.000172359 -4.09626e-05
-8.68482e-06 -5.10619e-05
 3.35276e-05  2.37159e-05
 3.15484e-05 -2.20899e-05
    0.128962     0.340515
-6.68884e-05 -2.88658e-05
-9.70968e-06 -4.43692e-05
  -0.0638155   -0.0161229
-7.05442e-05 -6.21778e-05
   -0.397715   -0.0842941
    0.338747    -0.101722
   -0.207861    0.0188303
 -0.00156294  1.88896e-05
-2.12922e-05 -4.33573e-05
   0.0322235    -0.287027
    0.171762    -0.285651
 -8.0086e-06 -5.19143e-05
  4.3786e-05  2.30035e-05
 1.83051e-05 -2.82764e-05
   -0.294818     0.205754
  -0.0771174     0.315297
    0.176795   -0.0132384
    0.165544     0.127208
 1.04542e-05  -2.9835e-05
    0.334465    0.0695623
    0.253288     0.145886
   -0.165107     -0.27897
  -0.0930656     0.100612
-0.000119565 -7.95149e-05
    0.354706    -0.101723
   -0.237024    -0.181613
-1.25614e-05  -5.2466e-05
    0.065933      0.27827
    0.082422    0.0657341
     0.33437     -0.19812
-3.82196e-05 -2.61246e-05
-1.91219e-06 -5.06772e-05
 4.86111e-05  2.33796e-05
 1.50954e-05 -2.89725e-05
  -0.0840723     0.171049
 -4.1315e-05 -2.49409e-05
 3.73885e-06 -3.70327e-05
    -0.35611    0.0121884
 4.17586e-05 -1.95522e-05
-4.34506e-05  -1.5908e-05
-3.54263e-05 -1.96736e-05
 4.29144e-06  -3.5427e-05
 7.16237e-06  1.33281e-05
 1.65387e-05 -3.01212e-05
    0.266424    0.0429679
-4.31842e-05  -2.6116e-05
-4.00692e-06 -5.66103e-05
   -0.132707    -0.129217
 1.09599e-05 -3.41745e-05
   0.0420087     0.268322
-5.55351e-05 -2.81735e-05
 7.13587e-06 -3.35068e-05
 4.67227e-05  2.04961e-05
 7.30814e-06 -3.03264e-05
   -0.288392    0.0559674
